,Node_1,Node_2
1752,ENSG00000092199,HNRNPC
1753,ENSG00000092200,RPGRIP1
1754,ENSG00000092201,SUPT16H
1755,ENSG00000092203,TOX4
1756,ENSG00000092208,GEMIN2
1757,ENSG00000092295,TGM1
1758,ENSG00000092330,TINF2
1759,ENSG00000092377,TBL1Y
1760,ENSG00000092421,SEMA6A
1761,ENSG00000092439,TRPM7
1762,ENSG00000092445,TYRO3
1763,ENSG00000092470,WDR76
1764,ENSG00000092529,CAPN3
1765,ENSG00000092531,SNAP23
1766,ENSG00000092607,TBX15
1767,ENSG00000092621,PHGDH
1768,ENSG00000092758,COL9A3
1769,ENSG00000092820,EZR
1770,ENSG00000092841,MYL6
1771,ENSG00000092847,AGO1
1772,ENSG00000092850,TEKT2
1773,ENSG00000092853,CLSPN
1774,ENSG00000092871,RFFL
1775,ENSG00000092929,UNC13D
1776,ENSG00000092931,MFSD11
1777,ENSG00000092964,DPYSL2
1778,ENSG00000092969,TGFB2
1779,ENSG00000092978,GPATCH2
1780,ENSG00000093000,NUP50
1781,ENSG00000093009,CDC45
1782,ENSG00000093010,COMT
1783,ENSG00000093072,CECR1
1784,ENSG00000093134,VNN3
1785,ENSG00000093144,ECHDC1
1786,ENSG00000093167,LRRFIP2
1787,ENSG00000093183,SEC22C
1788,ENSG00000093217,XYLB
1789,ENSG00000094631,HDAC6
1790,ENSG00000094804,CDC6
1791,ENSG00000094841,UPRT
1792,ENSG00000094880,CDC23
1793,ENSG00000094914,AAAS
1794,ENSG00000094916,CBX5
1795,ENSG00000094963,FMO2
1796,ENSG00000094975,SUCO
1797,ENSG00000095002,MSH2
1798,ENSG00000095015,MAP3K1
1799,ENSG00000095059,DHPS
1800,ENSG00000095066,HOOK2
1801,ENSG00000095139,ARCN1
1802,ENSG00000095203,EPB41L4B
1803,ENSG00000095209,TMEM38B
1804,ENSG00000095261,PSMD5
1805,ENSG00000095303,PTGS1
1806,ENSG00000095319,NUP188
1807,ENSG00000095321,CRAT
1808,ENSG00000095370,SH2D3C
1809,ENSG00000095380,NANS
1810,ENSG00000095383,TBC1D2
1811,ENSG00000095397,DFNB31
1812,ENSG00000095485,CWF19L1
1813,ENSG00000095539,SEMA4G
1814,ENSG00000095564,BTAF1
1815,ENSG00000095574,IKZF5
1816,ENSG00000095585,BLNK
1817,ENSG00000095637,SORBS1
1818,ENSG00000095739,BAMBI
1819,ENSG00000095752,IL11
1820,ENSG00000095787,WAC
1821,ENSG00000095794,CREM
1822,ENSG00000095906,NUBP2
1823,ENSG00000095917,TPSD1
1824,ENSG00000095932,C19orf77
1825,ENSG00000095951,HIVEP1
1826,ENSG00000095970,TREM2
1827,ENSG00000096006,CRISP3
1828,ENSG00000096060,FKBP5
1829,ENSG00000096063,SRPK1
1830,ENSG00000096070,BRPF3
1831,ENSG00000096080,MRPS18A
1832,ENSG00000096092,TMEM14A
1833,ENSG00000096093,EFHC1
1834,ENSG00000096264,NCR2
1835,ENSG00000096384,HSP90AB1
1836,ENSG00000096401,CDC5L
1837,ENSG00000096433,ITPR3
1838,ENSG00000096654,ZNF184
1839,ENSG00000096696,DSP
1840,ENSG00000096717,SIRT1
1841,ENSG00000096746,HNRNPH3
1842,ENSG00000096872,IFT74
1843,ENSG00000096968,JAK2
1844,ENSG00000096996,IL12RB1
1845,ENSG00000097007,ABL1
1846,ENSG00000097021,ACOT7
1847,ENSG00000097033,SH3GLB1
1848,ENSG00000097046,CDC7
1849,ENSG00000097096,SYDE2
1850,ENSG00000099139,PCSK5
1851,ENSG00000099194,SCD
1852,ENSG00000099203,TMED1
1853,ENSG00000099204,ABLIM1
1854,ENSG00000099219,ERMP1
1855,ENSG00000099246,RAB18
1856,ENSG00000099250,NRP1
1857,ENSG00000099251,HSD17B7P2
1858,ENSG00000099256,PRTFDC1
1859,ENSG00000099282,TSPAN15
1860,ENSG00000099284,H2AFY2
1861,ENSG00000099290,FAM21A
1862,ENSG00000099308,MAST3
1863,ENSG00000099326,MZF1
1864,ENSG00000099330,OCEL1
1865,ENSG00000099331,MYO9B
1866,ENSG00000099337,KCNK6
1867,ENSG00000099338,CATSPERG
1868,ENSG00000099341,PSMD8
1869,ENSG00000099364,FBXL19
1870,ENSG00000099365,STX1B
1871,ENSG00000099377,HSD3B7
1872,ENSG00000099381,SETD1A
1873,ENSG00000099385,BCL7C
1874,ENSG00000099622,CIRBP
1875,ENSG00000099624,ATP5D
1876,ENSG00000099625,C19orf26
1877,ENSG00000099725,PRKY
1878,ENSG00000099769,IGFALS
1879,ENSG00000099783,HNRNPM
1880,ENSG00000099785,MARCH2
1881,ENSG00000099795,NDUFB7
1882,ENSG00000099797,TECR
1883,ENSG00000099800,TIMM13
1884,ENSG00000099804,CDC34
1885,ENSG00000099810,MTAP
1886,ENSG00000099812,MISP
1887,ENSG00000099814,CEP170B
1888,ENSG00000099817,POLR2E
1889,ENSG00000099821,POLRMT
1890,ENSG00000099822,HCN2
1891,ENSG00000099834,CDHR5
1892,ENSG00000099840,IZUMO4
1893,ENSG00000099849,RASSF7
1894,ENSG00000099860,GADD45B
1895,ENSG00000099864,PALM
1896,ENSG00000099866,MADCAM1
1897,ENSG00000099875,MKNK2
1898,ENSG00000099889,ARVCF
1899,ENSG00000099899,TRMT2A
1900,ENSG00000099901,RANBP1
1901,ENSG00000099904,ZDHHC8
1902,ENSG00000099910,KLHL22
1903,ENSG00000099917,MED15
1904,ENSG00000099940,SNAP29
1905,ENSG00000099942,CRKL
1906,ENSG00000099949,LZTR1
1907,ENSG00000099953,MMP11
1908,ENSG00000099954,CECR2
1909,ENSG00000099956,SMARCB1
1910,ENSG00000099957,P2RX6
1911,ENSG00000099958,DERL3
1912,ENSG00000099968,BCL2L13
1913,ENSG00000099974,DDTL
1914,ENSG00000099977,DDT
1915,ENSG00000099985,OSM
1916,ENSG00000099991,CABIN1
1917,ENSG00000099992,TBC1D10A
1918,ENSG00000099994,SUSD2
1919,ENSG00000099995,SF3A1
1920,ENSG00000099998,GGT5
1921,ENSG00000099999,RNF215
1922,ENSG00000100003,SEC14L2
1923,ENSG00000100014,SPECC1L
1924,ENSG00000100023,PPIL2
1925,ENSG00000100024,UPB1
1926,ENSG00000100027,YPEL1
1927,ENSG00000100028,SNRPD3
1928,ENSG00000100029,PES1
1929,ENSG00000100030,MAPK1
1930,ENSG00000100031,GGT1
1931,ENSG00000100033,PRODH
1932,ENSG00000100034,PPM1F
1933,ENSG00000100036,SLC35E4
1934,ENSG00000100038,TOP3B
1935,ENSG00000100055,CYTH4
1936,ENSG00000100056,DGCR14
1937,ENSG00000100058,CRYBB2P1
1938,ENSG00000100060,MFNG
1939,ENSG00000100065,CARD10
1940,ENSG00000100068,LRP5L
1941,ENSG00000100075,SLC25A1
1942,ENSG00000100077,ADRBK2
1943,ENSG00000100079,LGALS2
1944,ENSG00000100083,GGA1
1945,ENSG00000100084,HIRA
1946,ENSG00000100092,SH3BP1
1947,ENSG00000100095,SEZ6L
1948,ENSG00000100097,LGALS1
1949,ENSG00000100099,HPS4
1950,ENSG00000100100,PIK3IP1
1951,ENSG00000100101,NOL12
1952,ENSG00000100104,SRRD
1953,ENSG00000100105,PATZ1
1954,ENSG00000100106,TRIOBP
1955,ENSG00000100109,TFIP11
1956,ENSG00000100116,GCAT
1957,ENSG00000100121,GGTLC2
1958,ENSG00000100122,CRYBB1
1959,ENSG00000100124,ANKRD54
1960,ENSG00000100129,EIF3L
1961,ENSG00000100138,NHP2L1
1962,ENSG00000100139,MICALL1
1963,ENSG00000100142,POLR2F
1964,ENSG00000100147,CCDC134
1965,ENSG00000100150,DEPDC5
1966,ENSG00000100151,PICK1
1967,ENSG00000100154,TTC28
1968,ENSG00000100162,CENPM
1969,ENSG00000100167,SEPT3
1970,ENSG00000100181,TPTEP1
1971,ENSG00000100196,KDELR3
1972,ENSG00000100197,CYP2D6
1973,ENSG00000100201,DDX17
1974,ENSG00000100206,DMC1
1975,ENSG00000100207,TCF20
1976,ENSG00000100209,HSCB
1977,ENSG00000100211,CBY1
1978,ENSG00000100216,TOMM22
1979,ENSG00000100219,XBP1
1980,ENSG00000100220,RTCB
1981,ENSG00000100221,JOSD1
1982,ENSG00000100225,FBXO7
1983,ENSG00000100226,GTPBP1
1984,ENSG00000100227,POLDIP3
1985,ENSG00000100228,RAB36
1986,ENSG00000100234,TIMP3
1987,ENSG00000100239,PPP6R2
1988,ENSG00000100241,SBF1
1989,ENSG00000100242,SUN2
1990,ENSG00000100243,CYB5R3
1991,ENSG00000100246,DNAL4
1992,ENSG00000100258,LMF2
1993,ENSG00000100263,RHBDD3
1994,ENSG00000100266,PACSIN2
1995,ENSG00000100271,TTLL1
1996,ENSG00000100276,RASL10A
1997,ENSG00000100280,AP1B1
1998,ENSG00000100281,HMGXB4
1999,ENSG00000100284,TOM1
2000,ENSG00000100285,NEFH
2001,ENSG00000100288,CHKB
2002,ENSG00000100290,BIK
2003,ENSG00000100292,HMOX1
2004,ENSG00000100294,MCAT
2005,ENSG00000100296,THOC5
2006,ENSG00000100297,MCM5
2007,ENSG00000100298,APOBEC3H
2008,ENSG00000100299,ARSA
2009,ENSG00000100300,TSPO
2010,ENSG00000100302,RASD2
2011,ENSG00000100304,TTLL12
2012,ENSG00000100307,CBX7
2013,ENSG00000100311,PDGFB
2014,ENSG00000100312,ACR
2015,ENSG00000100314,CABP7
2016,ENSG00000100316,RPL3
2017,ENSG00000100319,ZMAT5
2018,ENSG00000100320,RBFOX2
2019,ENSG00000100321,SYNGR1
2020,ENSG00000100324,TAB1
2021,ENSG00000100325,ASCC2
2022,ENSG00000100330,MTMR3
2023,ENSG00000100335,MIEF1
2024,ENSG00000100336,APOL4
2025,ENSG00000100342,APOL1
2026,ENSG00000100344,PNPLA3
2027,ENSG00000100345,MYH9
2028,ENSG00000100346,CACNA1I
2029,ENSG00000100347,SAMM50
2030,ENSG00000100348,TXN2
2031,ENSG00000100350,FOXRED2
2032,ENSG00000100351,GRAP2
2033,ENSG00000100353,EIF3D
2034,ENSG00000100354,TNRC6B
2035,ENSG00000100359,SGSM3
2036,ENSG00000100360,IFT27
2037,ENSG00000100364,KIAA0930
2038,ENSG00000100365,NCF4
2039,ENSG00000100368,CSF2RB
2040,ENSG00000100372,SLC25A17
2041,ENSG00000100373,UPK3A
2042,ENSG00000100376,FAM118A
2043,ENSG00000100379,KCTD17
2044,ENSG00000100380,ST13
2045,ENSG00000100385,IL2RB
2046,ENSG00000100387,RBX1
2047,ENSG00000100393,EP300
2048,ENSG00000100395,L3MBTL2
2049,ENSG00000100399,CHADL
2050,ENSG00000100401,RANGAP1
2051,ENSG00000100403,ZC3H7B
2052,ENSG00000100410,PHF5A
2053,ENSG00000100412,ACO2
2054,ENSG00000100413,POLR3H
2055,ENSG00000100416,TRMU
2056,ENSG00000100417,PMM1
2057,ENSG00000100418,DESI1
2058,ENSG00000100422,CERK
2059,ENSG00000100425,BRD1
2060,ENSG00000100426,ZBED4
2061,ENSG00000100427,MLC1
2062,ENSG00000100429,HDAC10
2063,ENSG00000100433,KCNK10
2064,ENSG00000100439,ABHD4
2065,ENSG00000100441,KHNYN
2066,ENSG00000100442,FKBP3
2067,ENSG00000100445,SDR39U1
2068,ENSG00000100448,CTSG
2069,ENSG00000100450,GZMH
2070,ENSG00000100453,GZMB
2071,ENSG00000100461,RBM23
2072,ENSG00000100462,PRMT5
2073,ENSG00000100473,COCH
2074,ENSG00000100478,AP4S1
2075,ENSG00000100479,POLE2
2076,ENSG00000100483,VCPKMT
2077,ENSG00000100485,SOS2
2078,ENSG00000100490,CDKL1
2079,ENSG00000100503,NIN
2080,ENSG00000100504,PYGL
2081,ENSG00000100505,TRIM9
2082,ENSG00000100519,PSMC6
2083,ENSG00000100522,GNPNAT1
2084,ENSG00000100523,DDHD1
2085,ENSG00000100526,CDKN3
2086,ENSG00000100528,CNIH1
2087,ENSG00000100532,CGRRF1
2088,ENSG00000100554,ATP6V1D
2089,ENSG00000100558,PLEK2
2090,ENSG00000100564,PIGH
2091,ENSG00000100567,PSMA3
2092,ENSG00000100568,VTI1B
2093,ENSG00000100575,TIMM9
2094,ENSG00000100577,GSTZ1
2095,ENSG00000100578,KIAA0586
2096,ENSG00000100580,TMED8
2097,ENSG00000100583,SAMD15
2098,ENSG00000100591,AHSA1
2099,ENSG00000100592,DAAM1
2100,ENSG00000100596,SPTLC2
2101,ENSG00000100599,RIN3
2102,ENSG00000100600,LGMN
2103,ENSG00000100601,ALKBH1
2104,ENSG00000100603,SNW1
2105,ENSG00000100605,ITPK1
2106,ENSG00000100612,DHRS7
2107,ENSG00000100614,PPM1A
2108,ENSG00000100628,ASB2
2109,ENSG00000100629,CEP128
2110,ENSG00000100632,ERH
2111,ENSG00000100644,HIF1A
2112,ENSG00000100647,KIAA0247
2113,ENSG00000100650,SRSF5
2114,ENSG00000100664,EIF5
2115,ENSG00000100678,SLC8A3
2116,ENSG00000100697,DICER1
2117,ENSG00000100711,ZFYVE21
2118,ENSG00000100714,MTHFD1
2119,ENSG00000100721,TCL1A
2120,ENSG00000100722,ZC3H14
2121,ENSG00000100726,TELO2
2122,ENSG00000100731,PCNX
2123,ENSG00000100744,GSKIP
2124,ENSG00000100749,VRK1
2125,ENSG00000100764,PSMC1
2126,ENSG00000100767,PAPLN
2127,ENSG00000100784,RPS6KA5
2128,ENSG00000100796,SMEK1
2129,ENSG00000100802,C14orf93
2130,ENSG00000100804,PSMB5
2131,ENSG00000100811,YY1
2132,ENSG00000100813,ACIN1
2133,ENSG00000100814,CCNB1IP1
2134,ENSG00000100815,TRIP11
2135,ENSG00000100823,APEX1
2136,ENSG00000100836,PABPN1
2137,ENSG00000100852,ARHGAP5
2138,ENSG00000100865,CINP
2139,ENSG00000100867,DHRS2
2140,ENSG00000100883,SRP54
2141,ENSG00000100888,CHD8
2142,ENSG00000100889,PCK2
2143,ENSG00000100890,KIAA0391
2144,ENSG00000100897,DCAF11
2145,ENSG00000100902,PSMA6
2146,ENSG00000100906,NFKBIA
2147,ENSG00000100908,EMC9
2148,ENSG00000100911,PSME2
2149,ENSG00000100916,BRMS1L
2150,ENSG00000100918,REC8
2151,ENSG00000100926,TM9SF1
2152,ENSG00000100934,SEC23A
2153,ENSG00000100938,GMPR2
2154,ENSG00000100941,PNN
2155,ENSG00000100949,RABGGTA
2156,ENSG00000100968,NFATC4
2157,ENSG00000100979,PLTP
2158,ENSG00000100982,PCIF1
2159,ENSG00000100983,GSS
2160,ENSG00000100985,MMP9
2161,ENSG00000100991,TRPC4AP
2162,ENSG00000100994,PYGB
2163,ENSG00000100997,ABHD12
2164,ENSG00000101000,PROCR
2165,ENSG00000101003,GINS1
2166,ENSG00000101004,NINL
2167,ENSG00000101017,CD40
2168,ENSG00000101019,UQCC1
2169,ENSG00000101040,ZMYND8
2170,ENSG00000101049,SGK2
2171,ENSG00000101052,IFT52
2172,ENSG00000101057,MYBL2
2173,ENSG00000101079,NDRG3
2174,ENSG00000101082,SLA2
2175,ENSG00000101084,C20orf24
2176,ENSG00000101096,NFATC2
2177,ENSG00000101104,PABPC1L
2178,ENSG00000101109,STK4
2179,ENSG00000101115,SALL4
2180,ENSG00000101126,ADNP
2181,ENSG00000101132,PFDN4
2182,ENSG00000101138,CSTF1
2183,ENSG00000101146,RAE1
2184,ENSG00000101150,TPD52L2
2185,ENSG00000101152,DNAJC5
2186,ENSG00000101158,NELFCD
2187,ENSG00000101160,CTSZ
2188,ENSG00000101161,PRPF6
2189,ENSG00000101162,TUBB1
2190,ENSG00000101166,SLMO2
2191,ENSG00000101181,MTG2
2192,ENSG00000101182,PSMA7
2193,ENSG00000101187,SLCO4A1
2194,ENSG00000101188,NTSR1
2195,ENSG00000101189,MRGBP
2196,ENSG00000101190,TCFL5
2197,ENSG00000101191,DIDO1
2198,ENSG00000101193,GID8
2199,ENSG00000101194,SLC17A9
2200,ENSG00000101199,ARFGAP1
2201,ENSG00000101200,AVP
2202,ENSG00000101210,EEF1A2
2203,ENSG00000101213,PTK6
2204,ENSG00000101216,GMEB2
2205,ENSG00000101220,C20orf27
2206,ENSG00000101224,CDC25B
2207,ENSG00000101230,ISM1
2208,ENSG00000101236,RNF24
2209,ENSG00000101246,ARFRP1
2210,ENSG00000101247,NDUFAF5
2211,ENSG00000101255,TRIB3
2212,ENSG00000101265,RASSF2
2213,ENSG00000101266,CSNK2A1
2214,ENSG00000101276,SLC52A3
2215,ENSG00000101278,RPS10L
2216,ENSG00000101282,RSPO4
2217,ENSG00000101290,CDS2
2218,ENSG00000101292,PROKR2
2219,ENSG00000101294,HM13
2220,ENSG00000101298,SNPH
2221,ENSG00000101306,MYLK2
2222,ENSG00000101307,SIRPB1
2223,ENSG00000101310,SEC23B
2224,ENSG00000101311,FERMT1
2225,ENSG00000101333,PLCB4
2226,ENSG00000101335,MYL9
2227,ENSG00000101336,HCK
2228,ENSG00000101337,TM9SF4
2229,ENSG00000101342,TLDC2
2230,ENSG00000101343,CRNKL1
2231,ENSG00000101346,POFUT1
2232,ENSG00000101347,SAMHD1
2233,ENSG00000101350,KIF3B
2234,ENSG00000101353,MROH8
2235,ENSG00000101361,NOP56
2236,ENSG00000101363,MANBAL
2237,ENSG00000101365,IDH3B
2238,ENSG00000101367,MAPRE1
2239,ENSG00000101384,JAG1
2240,ENSG00000101391,CDK5RAP1
2241,ENSG00000101400,SNTA1
2242,ENSG00000101405,OXT
2243,ENSG00000101407,TTI1
2244,ENSG00000101412,E2F1
2245,ENSG00000101413,RPRD1B
2246,ENSG00000101417,PXMP4
2247,ENSG00000101421,CHMP4B
2248,ENSG00000101425,BPI
2249,ENSG00000101439,CST3
2250,ENSG00000101442,ACTR5
2251,ENSG00000101443,WFDC2
2252,ENSG00000101444,AHCY
2253,ENSG00000101445,PPP1R16B
2254,ENSG00000101447,FAM83D
2255,ENSG00000101452,DHX35
2256,ENSG00000101457,DNTTIP1
2257,ENSG00000101460,MAP1LC3A
2258,ENSG00000101464,PIGU
2259,ENSG00000101470,TNNC2
2260,ENSG00000101473,ACOT8
2261,ENSG00000101474,APMAP
2262,ENSG00000101493,ZNF516
2263,ENSG00000101544,ADNP2
2264,ENSG00000101546,RBFA
2265,ENSG00000101557,USP14
2266,ENSG00000101558,VAPA
2267,ENSG00000101574,METTL4
2268,ENSG00000101577,LPIN2
2269,ENSG00000101596,SMCHD1
2270,ENSG00000101605,MYOM1
2271,ENSG00000101608,MYL12A
2272,ENSG00000101624,CEP76
2273,ENSG00000101638,ST8SIA5
2274,ENSG00000101639,CEP192
2275,ENSG00000101654,RNMT
2276,ENSG00000101665,SMAD7
2277,ENSG00000101695,RNF125
2278,ENSG00000101745,ANKRD12
2279,ENSG00000101751,POLI
2280,ENSG00000101752,MIB1
2281,ENSG00000101773,RBBP8
2282,ENSG00000101782,RIOK3
2283,ENSG00000101811,CSTF2
2284,ENSG00000101825,MXRA5
2285,ENSG00000101842,VSIG1
2286,ENSG00000101843,PSMD10
2287,ENSG00000101844,ATG4A
2288,ENSG00000101846,STS
2289,ENSG00000101849,TBL1X
2290,ENSG00000101856,PGRMC1
2291,ENSG00000101868,POLA1
2292,ENSG00000101871,MID1
2293,ENSG00000101882,NKAP
2294,ENSG00000101883,RHOXF1
2295,ENSG00000101888,NXT2
2296,ENSG00000101898,RP3-324O17.4
2297,ENSG00000101901,ALG13
2298,ENSG00000101911,PRPS2
2299,ENSG00000101916,TLR8
2300,ENSG00000101928,MOSPD1
2301,ENSG00000101935,AMMECR1
2302,ENSG00000101938,CHRDL1
2303,ENSG00000101940,WDR13
2304,ENSG00000101945,SUV39H1
2305,ENSG00000101955,SRPX
2306,ENSG00000101966,XIAP
2307,ENSG00000101972,STAG2
2308,ENSG00000101974,ATP11C
2309,ENSG00000101977,MCF2
2310,ENSG00000101986,ABCD1
2311,ENSG00000101997,CCDC22
2312,ENSG00000102001,CACNA1F
2313,ENSG00000102003,SYP
2314,ENSG00000102007,PLP2
2315,ENSG00000102010,BMX
2316,ENSG00000102024,PLS3
2317,ENSG00000102030,NAA10
2318,ENSG00000102032,RENBP
2319,ENSG00000102034,ELF4
2320,ENSG00000102038,SMARCA1
2321,ENSG00000102043,MTMR8
2322,ENSG00000102048,ASB9
2323,ENSG00000102053,ZC3H12B
2324,ENSG00000102054,RBBP7
2325,ENSG00000102057,KCND1
2326,ENSG00000102069,UBE2NL
2327,ENSG00000102078,SLC25A14
2328,ENSG00000102081,FMR1
2329,ENSG00000102096,PIM2
2330,ENSG00000102098,SCML2
2331,ENSG00000102100,SLC35A2
2332,ENSG00000102103,PQBP1
2333,ENSG00000102109,PCSK1N
2334,ENSG00000102119,EMD
2335,ENSG00000102125,TAZ
2336,ENSG00000102144,PGK1
2337,ENSG00000102145,GATA1
2338,ENSG00000102158,MAGT1
2339,ENSG00000102172,SMS
2340,ENSG00000102174,PHEX
2341,ENSG00000102178,UBL4A
2342,ENSG00000102181,CD99L2
2343,ENSG00000102189,EEA1
2344,ENSG00000102218,RP2
2345,ENSG00000102221,JADE3
2346,ENSG00000102225,CDK16
2347,ENSG00000102226,USP11
2348,ENSG00000102230,PCYT1B
2349,ENSG00000102241,HTATSF1
2350,ENSG00000102245,CD40LG
2351,ENSG00000102265,TIMP1
2352,ENSG00000102271,KLHL4
2353,ENSG00000102287,GABRE
2354,ENSG00000102302,FGD1
2355,ENSG00000102309,PIN4
2356,ENSG00000102312,PORCN
2357,ENSG00000102316,MAGED2
2358,ENSG00000102317,RBM3
2359,ENSG00000102349,KLF8
2360,ENSG00000102362,SYTL4
2361,ENSG00000102383,ZDHHC15
2362,ENSG00000102384,CENPI
2363,ENSG00000102385,DRP2
2364,ENSG00000102387,TAF7L
2365,ENSG00000102390,PBDC1
2366,ENSG00000102393,GLA
2367,ENSG00000102401,ARMCX3
2368,ENSG00000102409,BEX4
2369,ENSG00000102445,KIAA0226L
2370,ENSG00000102468,HTR2A
2371,ENSG00000102471,NDFIP2
2372,ENSG00000102524,TNFSF13B
2373,ENSG00000102531,FNDC3A
2374,ENSG00000102539,MLNR
2375,ENSG00000102543,CDADC1
2376,ENSG00000102547,CAB39L
2377,ENSG00000102554,KLF5
2378,ENSG00000102572,STK24
2379,ENSG00000102575,ACP5
2380,ENSG00000102580,DNAJC3
2381,ENSG00000102595,UGGT2
2382,ENSG00000102606,ARHGEF7
2383,ENSG00000102678,FGF9
2384,ENSG00000102699,PARP4
2385,ENSG00000102710,SUPT20H
2386,ENSG00000102738,MRPS31
2387,ENSG00000102743,SLC25A15
2388,ENSG00000102753,KPNA3
2389,ENSG00000102755,FLT1
2390,ENSG00000102760,RGCC
2391,ENSG00000102763,VWA8
2392,ENSG00000102780,DGKH
2393,ENSG00000102781,KATNAL1
2394,ENSG00000102786,INTS6
2395,ENSG00000102796,DHRS12
2396,ENSG00000102804,TSC22D1
2397,ENSG00000102805,CLN5
2398,ENSG00000102837,OLFM4
2399,ENSG00000102854,MSLN
2400,ENSG00000102858,MGRN1
2401,ENSG00000102870,ZNF629
2402,ENSG00000102871,TRADD
2403,ENSG00000102878,HSF4
2404,ENSG00000102879,CORO1A
2405,ENSG00000102882,MAPK3
2406,ENSG00000102886,GDPD3
2407,ENSG00000102890,ELMO3
2408,ENSG00000102893,PHKB
2409,ENSG00000102897,LYRM1
2410,ENSG00000102898,NUTF2
2411,ENSG00000102900,NUP93
2412,ENSG00000102901,CENPT
2413,ENSG00000102904,TSNAXIP1
2414,ENSG00000102908,NFAT5
2415,ENSG00000102910,LONP2
2416,ENSG00000102921,N4BP1
2417,ENSG00000102931,ARL2BP
2418,ENSG00000102934,PLLP
2419,ENSG00000102935,ZNF423
2420,ENSG00000102962,CCL22
2421,ENSG00000102967,DHODH
2422,ENSG00000102974,CTCF
2423,ENSG00000102977,ACD
2424,ENSG00000102978,POLR2C
2425,ENSG00000102981,PARD6A
2426,ENSG00000102984,ZNF821
2427,ENSG00000102996,MMP15
2428,ENSG00000103005,USB1
2429,ENSG00000103018,CYB5B
2430,ENSG00000103021,CCDC113
2431,ENSG00000103024,NME3
2432,ENSG00000103034,NDRG4
2433,ENSG00000103035,PSMD7
2434,ENSG00000103037,SETD6
2435,ENSG00000103042,SLC38A7
2436,ENSG00000103043,VAC14
2437,ENSG00000103044,HAS3
2438,ENSG00000103047,TANGO6
2439,ENSG00000103051,COG4
2440,ENSG00000103056,SMPD3
2441,ENSG00000103061,SLC7A6OS
2442,ENSG00000103064,SLC7A6
2443,ENSG00000103066,PLA2G15
2444,ENSG00000103089,FA2H
2445,ENSG00000103091,WDR59
2446,ENSG00000103111,MON1B
2447,ENSG00000103121,CMC2
2448,ENSG00000103126,AXIN1
2449,ENSG00000103145,HCFC1R1
2450,ENSG00000103148,NPRL3
2451,ENSG00000103150,MLYCD
2452,ENSG00000103152,MPG
2453,ENSG00000103154,NECAB2
2454,ENSG00000103160,HSDL1
2455,ENSG00000103168,TAF1C
2456,ENSG00000103174,NAGPA
2457,ENSG00000103175,WFDC1
2458,ENSG00000103184,SEC14L5
2459,ENSG00000103187,COTL1
2460,ENSG00000103194,USP10
2461,ENSG00000103196,CRISPLD2
2462,ENSG00000103197,TSC2
2463,ENSG00000103199,ZNF500
2464,ENSG00000103202,NME4
2465,ENSG00000103222,ABCC1
2466,ENSG00000103226,NOMO3
2467,ENSG00000103227,LMF1
2468,ENSG00000103245,NARFL
2469,ENSG00000103248,MTHFSD
2470,ENSG00000103249,CLCN7
2471,ENSG00000103253,HAGHL
2472,ENSG00000103254,FAM173A
2473,ENSG00000103257,SLC7A5
2474,ENSG00000103260,METRN
2475,ENSG00000103264,FBXO31
2476,ENSG00000103266,STUB1
2477,ENSG00000103269,RHBDL1
2478,ENSG00000103274,NUBP1
2479,ENSG00000103275,UBE2I
2480,ENSG00000103313,MEFV
2481,ENSG00000103316,CRYM
2482,ENSG00000103319,EEF2K
2483,ENSG00000103326,CAPN15
2484,ENSG00000103335,PIEZO1
2485,ENSG00000103342,GSPT1
2486,ENSG00000103343,ZNF174
2487,ENSG00000103351,CLUAP1
2488,ENSG00000103353,UBFD1
2489,ENSG00000103355,PRSS33
2490,ENSG00000103356,EARS2
2491,ENSG00000103363,TCEB2
2492,ENSG00000103365,GGA2
2493,ENSG00000103375,AQP8
2494,ENSG00000103381,CPPED1
2495,ENSG00000103404,USP31
2496,ENSG00000103415,HMOX2
2497,ENSG00000103423,DNAJA3
2498,ENSG00000103429,BFAR
2499,ENSG00000103472,RRN3P2
2500,ENSG00000103479,RBL2
2501,ENSG00000103485,QPRT
2502,ENSG00000103489,XYLT1
2503,ENSG00000103490,PYCARD
2504,ENSG00000103494,RPGRIP1L
2505,ENSG00000103495,MAZ
2506,ENSG00000103496,STX4
2507,ENSG00000103502,CDIPT
2508,ENSG00000103507,BCKDK
2509,ENSG00000103510,KAT8
2510,ENSG00000103512,NOMO1
2511,ENSG00000103522,IL21R
2512,ENSG00000103528,SYT17
2513,ENSG00000103534,TMC5
2514,ENSG00000103540,CCP110
2515,ENSG00000103544,C16orf62
2516,ENSG00000103549,RNF40
2517,ENSG00000103550,KNOP1
2518,ENSG00000103569,AQP9
2519,ENSG00000103591,AAGAB
2520,ENSG00000103599,IQCH
2521,ENSG00000103642,LACTB
2522,ENSG00000103647,CORO2B
2523,ENSG00000103653,CSK
2524,ENSG00000103657,HERC1
2525,ENSG00000103671,TRIP4
2526,ENSG00000103707,MTFMT
2527,ENSG00000103723,AP3B2
2528,ENSG00000103740,ACSBG1
2529,ENSG00000103742,IGDCC4
2530,ENSG00000103769,RAB11A
2531,ENSG00000103811,CTSH
2532,ENSG00000103832,GOLGA8UP
2533,ENSG00000103852,TTC23
2534,ENSG00000103855,CD276
2535,ENSG00000103876,FAH
2536,ENSG00000103888,KIAA1199
